Tickers,Company,Sector,Index,Market Cap,Income,Sales,Book/sh,Cash/sh,Dividend,Dividend % %,Employees,Optionable,Shortable,Recom,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,SMA20 %,EPS (ttm),EPS next Y,EPS next Q,EPS this Y %,EPS next Y %,EPS next 5Y,EPS past 5Y %,Sales past 5Y %,Sales Q/Q %,EPS Q/Q %,Earnings,SMA50 %,Insider Own %,Insider Trans %,Inst Own %,Inst Trans %,ROA %,ROE %,ROI %,Gross Margin %,Oper. Margin %,Profit Margin %,Payout %,SMA200 %,Shs Outstand,Shs Float,Short Float %,Short Ratio,Target Price,52W Range,52W High %,52W Low %,RSI (14),Rel Volume,Avg Volume,Volume,Perf Week %,Perf Month %,Perf Quarter %,Perf Half Y %,Perf Year %,Perf YTD %,Beta,ATR,Volatility %,Prev Close,Price,Change %
AMZN,"Amazon.com, Inc.",Consumer Cyclical ,S&P 500,1179040000000.0,11610000000.0,485900000000.0,12.91,6.17,,,1523000.0,Yes,Yes,1.8,107.75,52.53,4.14,2.43,9.28,19.42,,0.7,1.0,0.63,0.59,3.91,1.11,2.28,0.22,54.9,147.93,,67.6,28.1,7.2,-126.3,Oct 27 Ae6C,-3.78,9.8,-0.01,59.7,-0.02,2.8,8.9,9.5,42.6,3.1,2.4,0.0,-10.1,10180000000.0,9180000000.0,0.86,1.39,167.86,101.26 - 188.11,-36.3,18.33,53.03,0.87,56620000.0,49202316.0,5.3,5.31,4.36,-17.97,-28.16,-28.13,1.32,4.92,3.80 3.95,119.32,119.82,0.42
ANET,"Arista Networks, Inc.",Technology ,S&P 500,32210000000.0,1030000000.0,3500000000.0,13.06,9.98,,,2993.0,Yes,Yes,2.3,34.12,23.79,1.8,9.2,8.48,11.1,43.69,3.0,3.7,0.0,0.0,-0.11,3.25,4.66,1.04,31.9,15.48,,33.3,21.2,48.7,53.0,Oct 31 Ae6C,-5.69,0.1,-83.75,66.4,0.33,17.9,25.9,21.0,62.8,32.6,29.6,0.0,-4.78,306750000.0,232840000.0,1.88,2.17,148.1,89.11 - 148.57,-25.46,24.27,49.16,0.68,2020000.0,1374751.0,5.91,0.7,7.16,-6.89,13.43,-22.96,1.28,4.57,3.89 4.05,110.52,110.74,0.2
ANSS,"ANSYS, Inc.",Technology ,S&P 500,18490000000.0,458300000.0,2000000000.0,51.18,6.05,,,5100.0,Yes,Yes,2.4,41.46,25.52,4.66,9.27,4.22,35.73,32.6,2.1,2.1,0.0,0.17,-1.16,5.21,8.47,1.63,3.8,9.73,,11.6,14.0,6.1,6.3,Nov 02 Ae6C,-10.16,0.1,-1.38,96.5,0.5,7.5,10.4,8.6,87.0,27.8,23.0,0.0,-21.55,87000000.0,86720000.0,1.71,2.81,294.88,194.23 - 413.89,-47.8,11.24,44.14,0.92,526760.0,482344.0,2.02,-5.87,-14.85,-23.42,-41.61,-46.13,1.29,8.08,3.17 3.58,214.15,216.07,0.9
APA,APA Corporation,Energy ,S&P 500,13730000000.0,3080000000.0,10070000000.0,1.71,0.9,1.0,2.29,2253.0,Yes,Yes,2.2,4.92,4.43,0.15,1.36,25.59,48.7,3.32,0.9,1.1,9.05,8.84,12.1,8.89,9.87,1.82,120.2,15.79,,22.1,8.3,73.5,224.7,Nov 02 Ae6C,13.82,0.36,-6.63,84.2,0.19,23.7,-579.7,31.2,69.5,51.4,30.6,3.8,14.95,341000000.0,325360000.0,3.25,1.28,53.88,22.94 - 51.95,-15.77,90.76,63.36,0.95,8290000.0,7896127.0,9.13,33.13,29.31,11.98,58.09,62.74,3.7,2.08,4.47 5.03,43.19,43.76,1.32
APP,AppLovin Corporation,Technology ,,6650000000.0,-108600000.0,2920000000.0,5.1,2.53,,,1594.0,Yes,Yes,1.7,,18.03,,2.28,3.46,6.99,23.46,2.8,2.8,1.69,1.67,-7.91,-0.29,0.98,0.12,126.6,2700.0,-,,,-39.0,-715.4,Nov 09 Ae6C,-24.09,5.2,-0.73,49.5,-0.5,-1.9,-5.4,2.2,62.2,1.0,-3.7,,-57.76,373910000.0,179950000.0,8.94,6.1,48.71,16.47 - 116.09,-84.78,7.31,35.41,0.74,2630000.0,1941049.0,-4.18,-12.57,-47.1,-57.05,-81.25,-81.25,,1.31,6.72 6.38,17.52,17.67,0.86
APPF,"AppFolio, Inc.",Technology ,,3440000000.0,-45700000.0,414200000.0,7.59,3.27,,,1600.0,Yes,Yes,2.7,,,,8.32,12.58,29.19,195.73,2.9,2.9,0.0,0.0,-10.49,-1.31,-0.52,-0.12,-99.4,29.7,,16.2,27.8,32.0,,Oct 27 Ae6C,-8.54,1.3,-25.77,80.2,-0.05,-11.5,-16.0,-4.2,59.3,-12.5,-11.0,,-9.77,34930000.0,18500000.0,4.02,6.74,110.0,79.92 - 139.99,-31.8,19.46,34.13,0.95,110370.0,105010.0,-8.21,-4.31,-0.27,-15.27,-28.19,-21.13,0.97,4.25,4.31 4.11,97.78,95.48,-2.35
APPN,Appian Corporation,Technology ,,3140000000.0,-123700000.0,421700000.0,2.83,1.93,,,1798.0,Yes,Yes,2.6,,,,7.44,15.78,23.09,,1.5,1.5,0.0,0.0,7.2,-1.72,-0.63,-0.23,-157.4,30.8,-,-40.6,22.7,32.7,-103.0,Nov 03 Ae6C,-0.97,0.6,,73.5,0.07,-25.1,-52.8,-36.2,71.8,-27.4,-29.3,,-12.19,72390000.0,39810000.0,14.83,18.22,51.72,36.51 - 104.45,-57.24,22.32,55.47,0.89,324130.0,286900.0,8.69,7.64,-4.35,-11.7,-52.99,-31.51,1.6,2.96,6.17 6.48,43.47,44.66,2.74
APPS,"Digital Turbine, Inc.",Technology ,,1400000000.0,36200000.0,778200000.0,5.89,0.91,,,844.0,Yes,Yes,1.6,41.79,8.33,4.18,1.8,2.42,15.64,11.17,1.2,1.2,0.82,0.82,-1.49,0.34,1.71,0.33,-39.3,20.08,,26.2,79.4,19.3,0.5,Aug 08 Ae6C,-18.19,2.9,0.0,74.2,0.99,2.5,7.0,8.0,47.5,12.5,4.6,0.0,-50.34,97820000.0,95100000.0,5.44,2.14,29.56,12.19 - 93.98,-84.84,16.9,44.0,1.05,2420000.0,2545354.0,-2.6,-4.43,-23.22,-58.1,-83.01,-76.64,2.41,1.12,6.67 7.27,14.03,14.25,1.53
ARCT,Arcturus Therapeutics Holdings Inc.,Healthcare ,,379670000.0,-165500000.0,40600000.0,6.46,11.1,,,177.0,Yes,Yes,2.8,,,,9.35,2.3,1.34,,3.1,3.1,0.37,0.21,-1.4,-6.28,-4.32,-1.81,-117.8,32.3,-,-58.5,-9.5,1254.0,60.6,Aug 09 Ae6C,-4.79,1.0,0.0,79.2,-0.81,-43.9,-78.5,,,,,,-25.52,26430000.0,22900000.0,10.87,5.8,41.89,11.70 - 48.75,-69.52,27.01,48.16,0.64,428960.0,273139.0,-7.64,9.1,-9.45,-32.73,-66.61,-59.85,2.51,1.33,9.00 9.04,14.71,14.86,1.02
ARQQ,Arqit Quantum Inc.,Technology ,,490160000.0,,12300000.0,0.46,0.67,,,74.0,Yes,Yes,2.3,,14.36,,39.85,8.74,5.96,,4.9,4.9,0.0,0.0,-21.83,-2.1,0.28,,,154.5,-,,,,,,-32.46,79.72,0.0,2.4,2.99,,,,,,,,-58.13,121930000.0,16100000.0,5.98,3.24,12.67,3.90 - 41.46,-90.3,3.08,27.79,0.36,297340.0,105790.0,-10.67,-38.72,-25.83,-55.13,-75.75,-83.22,,0.44,7.38 7.52,4.0,4.02,0.5
ARRY,"Array Technologies, Inc.",Technology ,,2210000000.0,-113800000.0,1130000000.0,0.44,0.35,,,1135.0,Yes,Yes,2.3,,15.89,,1.95,34.39,43.3,,1.1,1.8,12.75,11.97,-7.46,-0.82,0.95,0.1,-217.8,208.09,,,,116.2,-129.3,Nov 08 Ae6C,-19.63,0.5,4.27,,-1.59,-8.4,-425.5,-2.2,7.9,-6.9,-10.0,,15.74,150200000.0,148130000.0,13.83,4.68,25.85,5.45 - 27.67,-45.32,177.87,39.33,0.64,4370000.0,2784233.0,1.27,-9.51,23.11,112.2,-15.57,-3.57,,1.17,6.52 7.05,15.14,15.13,-0.07
ASAN,"Asana, Inc.",Technology ,,3670000000.0,-371200000.0,467800000.0,0.48,1.28,,,1666.0,Yes,Yes,2.5,,,,7.84,40.96,15.34,,1.2,1.2,0.0,0.35,-10.13,-1.97,-0.97,-0.33,-24.7,23.0,-,,,50.7,-47.3,Sep 07 Ae6C,-11.81,41.6,28.35,52.2,0.25,-53.8,-212.3,-112.6,89.9,-77.5,-79.3,,-37.46,191350000.0,54880000.0,30.53,4.09,26.78,16.19 - 145.79,-86.51,21.43,42.45,0.47,4100000.0,1909385.0,-3.15,-4.84,15.24,-35.63,-85.34,-73.63,,1.9,8.04 8.73,19.4,19.66,1.34
ASML,ASML Holding N.V.,Technology ,,183810000000.0,5460000000.0,19300000000.0,19.64,8.47,6.63,1.4,34720.0,Yes,Yes,1.9,34.68,23.11,1.16,9.52,24.08,55.87,26.17,0.8,1.3,0.0,0.44,10.9,13.64,20.46,5.0,69.1,34.14,,31.5,22.0,10.2,0.7,Oct 19 e9e6O,0.48,0.4,0.0,19.8,-0.22,17.8,64.6,38.9,51.1,32.5,28.3,40.8,-15.73,399420000.0,399400000.0,0.24,0.84,613.35,363.15 - 881.12,-46.32,30.24,59.0,2.12,1130000.0,2386753.0,20.59,8.44,-9.77,-21.15,-40.95,-40.59,1.35,21.5,4.67 4.35,462.23,472.97,2.32
ATAI,Atai Life Sciences N.V.,Healthcare ,,462800000.0,-193500000.0,700000.0,2.02,1.95,,,81.0,Yes,Yes,1.8,,,,661.15,1.43,1.48,,14.7,14.7,0.0,0.0,-9.25,-1.28,-1.05,-0.23,-9.0,-14.1,-,,,,35.1,Aug 15 e9e6O,-24.5,9.51,2.0,35.6,10.28,-47.5,-52.0,-35.0,,,,,-34.83,153970000.0,146430000.0,4.38,8.86,23.96,2.60 - 17.81,-83.77,11.15,35.14,0.77,724050.0,557897.0,-1.7,-10.25,-21.89,-41.85,-81.05,-62.12,,0.23,7.94 7.05,2.86,2.89,1.05
ATEN,"A10 Networks, Inc.",Technology ,,1210000000.0,102400000.0,266700000.0,2.57,2.25,0.2,1.23,590.0,Yes,Yes,1.7,12.69,20.43,0.63,4.52,6.33,7.23,30.13,2.0,2.2,0.0,0.0,12.15,1.28,0.8,0.18,432.5,23.18,,40.5,1.9,14.9,59.5,Nov 01 Ae6C,13.72,1.6,-48.49,88.6,-5.14,27.1,51.6,46.3,79.9,16.3,38.4,11.3,13.96,75890000.0,70140000.0,5.42,6.18,21.0,12.27 - 19.05,-14.54,32.68,74.21,0.73,615490.0,448660.0,6.13,25.23,14.33,9.12,20.15,-1.81,0.92,0.48,3.44 3.14,16.09,16.28,1.18
ATO,Atmos Energy Corporation,Utilities ,S&P 500,13950000000.0,751000000.0,4050000000.0,66.26,2.38,2.72,2.68,4684.0,Yes,Yes,2.4,18.68,17.01,2.26,3.45,1.53,42.52,,0.9,1.0,0.86,0.62,-1.33,5.42,5.96,0.43,4.7,7.2,,9.0,6.8,34.8,17.7,Nov 09 Ae6C,-8.38,0.3,-0.0,93.0,0.13,4.6,11.0,4.9,61.1,27.0,23.5,29.6,-9.55,139880000.0,138210000.0,5.07,7.75,118.62,88.96 - 122.96,-17.57,13.93,42.77,0.79,904840.0,715093.0,1.73,-9.13,-12.82,-13.89,7.77,-3.26,0.54,2.81,2.07 2.71,101.74,101.35,-0.38
ATVI,"Activision Blizzard, Inc.",Communication Services ,S&P 500,57190000000.0,1880000000.0,7640000000.0,23.34,13.61,0.47,0.65,9800.0,Yes,Yes,2.3,30.3,19.24,2.79,7.48,3.11,5.33,29.7,6.2,6.2,0.2,0.2,-1.53,2.39,3.77,0.5,21.9,34.51,,22.0,5.9,-28.4,-68.2,Nov 07 Ae6C,-5.03,0.1,-4.14,82.1,0.05,7.6,10.6,13.2,71.9,30.4,24.6,19.5,-6.81,782000000.0,775570000.0,2.83,3.96,94.78,56.40 - 86.90,-16.56,28.56,38.1,0.81,5540000.0,4487244.0,1.05,-3.26,-8.75,-7.1,-8.53,8.99,0.51,1.08,1.23 1.32,72.71,72.51,-0.28
AUDC,AudioCodes Ltd.,Technology ,,635200000.0,31100000.0,264200000.0,5.75,1.64,0.36,1.81,885.0,Yes,Yes,,21.23,11.88,2.36,2.4,3.45,12.08,61.67,1.2,1.5,0.0,0.0,-2.8,0.94,1.67,0.35,20.5,19.96,,17.1,11.3,12.9,-12.1,Nov 02 e9e6O,-8.14,40.5,0.0,45.4,0.17,9.3,15.9,16.4,67.2,13.4,11.8,37.4,-17.99,31810000.0,24180000.0,0.51,1.77,26.4,17.94 - 37.35,-46.85,10.65,43.8,0.51,70280.0,35952.0,3.98,-7.67,-14.55,-18.31,-41.5,-42.86,0.65,0.96,4.73 5.18,19.31,19.85,2.8
AVAV,"AeroVironment, Inc.",Industrials ,,2070000000.0,1400000.0,453200000.0,24.19,4.25,,,1214.0,Yes,Yes,2.2,1487.86,38.17,81.75,4.58,3.44,19.59,,2.7,3.7,0.31,0.29,2.88,0.06,2.18,0.2,-117.7,40.84,,-17.3,13.8,7.4,40.4,Sep 07 Ae6C,-6.73,0.9,-6.64,89.2,0.19,0.2,0.2,0.9,32.3,1.2,0.3,0.0,0.82,24800000.0,24660000.0,4.76,4.9,98.0,52.03 - 114.11,-26.98,60.14,50.67,1.04,239330.0,248873.0,5.82,-6.01,2.26,-3.69,-8.32,34.32,0.51,3.77,3.40 4.64,79.74,83.32,4.49
AVGO,Broadcom Inc.,Technology ,S&P 500,185410000000.0,9830000000.0,31680000000.0,51.55,24.57,16.4,3.59,20000.0,Yes,Yes,1.9,19.89,11.27,1.31,5.85,8.86,18.58,21.83,2.0,2.3,1.89,1.88,1.47,22.96,40.51,10.29,137.1,8.21,,40.0,15.7,24.9,66.0,Sep 01 Ae6C,-6.8,2.25,0.0,78.2,0.04,13.5,43.8,12.8,65.7,40.5,31.0,66.2,-16.28,424480000.0,415170000.0,1.27,2.4,644.8,415.07 - 677.76,-32.64,9.99,48.86,1.15,2200000.0,2525462.0,4.86,-2.59,-10.68,-22.34,-11.43,-31.39,1.11,15.48,3.20 3.36,449.73,456.52,1.51
AVID,"Avid Technology, Inc.",Communication Services ,,1190000000.0,48000000.0,419000000.0,-3.05,1.03,,,1405.0,Yes,Yes,2.3,26.45,16.37,1.76,2.84,,26.9,25.41,0.8,0.9,,,13.48,1.05,1.69,0.32,262.6,17.51,,-5.8,-4.3,3.0,8.6,Aug 02 Ae6C,10.76,7.8,7.29,81.6,0.3,18.9,-37.1,111.0,65.5,13.8,11.4,0.0,-2.56,44740000.0,41080000.0,5.6,3.95,37.0,20.83 - 37.31,-25.78,32.93,65.68,0.5,582450.0,288326.0,6.95,25.52,4.33,-18.41,-4.29,-14.98,1.26,1.18,4.45 4.61,26.87,27.69,3.05
AVPT,"AvePoint, Inc.",Technology ,,684270000.0,-39200000.0,213800000.0,1.3,1.34,,,1934.0,Yes,Yes,1.8,,149.2,,3.2,2.87,2.77,1710.67,2.8,2.8,0.0,0.0,-3.64,-0.22,0.03,0.01,-68.7,66.67,-,,,23.0,73.3,Aug 11 Ae6C,-13.71,2.6,0.0,41.3,-0.04,-10.1,-16.0,-21.5,71.8,-29.0,-18.3,,-26.1,182490000.0,115520000.0,5.83,11.5,8.0,3.40 - 9.58,-61.06,9.71,40.51,0.61,585980.0,358011.0,-0.27,-8.8,-21.64,-26.72,-56.17,-40.7,,0.2,4.89 5.50,3.85,3.73,-3.12
AVYA,Avaya Holdings Corp.,Technology ,,109540000.0,-1473000000.0,2770000000.0,5.05,3.64,,,8063.0,Yes,Yes,3.4,,,,0.04,0.24,0.34,,1.6,1.7,0.0,6.54,-9.19,-17.03,-0.07,-0.25,97.3,-115.9,,33.4,-4.3,-3.0,96.7,Aug 09 e9e6O,-12.35,17.4,15.25,,0.33,-1.3,-20.6,5.5,51.1,4.7,-2.9,,-83.22,85600000.0,71430000.0,28.33,1.18,,0.60 - 22.47,-94.53,106.31,43.3,0.17,17150000.0,2918042.0,-6.11,-16.33,-40.58,-88.87,-93.33,-93.79,1.02,0.18,11.84 13.71,1.17,1.23,5.13
AXNX,"Axonics, Inc.",Healthcare ,,3370000000.0,-76500000.0,217400000.0,9.66,4.43,,,517.0,Yes,Yes,2.0,,,,15.49,7.25,15.79,,8.5,10.5,0.0,0.0,-0.85,-1.7,-1.26,-0.48,-25.2,32.6,-,-22.0,,50.3,19.5,Oct 31 Ae6C,-2.66,0.7,-36.9,,1.69,-14.2,-16.3,-15.0,69.0,-36.4,-35.2,,16.21,49130000.0,46740000.0,7.94,5.63,83.22,38.41 - 79.92,-12.41,82.24,48.56,1.23,659950.0,813017.0,-0.58,7.3,11.11,16.28,3.83,25.0,0.43,3.71,5.54 5.11,69.95,70.0,0.07
AXON,"Axon Enterprise, Inc.",Industrials ,,9500000000.0,140800000.0,991600000.0,16.8,5.47,,,2148.0,Yes,Yes,1.8,71.1,55.39,5.93,9.58,8.21,25.19,256.77,2.3,2.7,0.0,0.0,13.81,1.94,2.49,0.49,-19.1,31.0,,-36.9,26.3,30.5,197.5,Aug 09 Ae6C,13.25,1.8,-1.39,77.8,0.42,8.0,12.6,-8.3,61.4,1.5,14.2,0.0,16.28,71040000.0,67340000.0,1.99,3.61,146.73,82.49 - 209.00,-34.03,67.13,69.14,2.18,371080.0,809909.0,10.53,21.51,39.49,14.14,-24.52,-12.18,0.63,5.63,5.07 4.24,130.6,137.87,5.57
AY,Atlantica Sustainable Infrastructure plc,Utilities ,,2900000000.0,-19200000.0,1160000000.0,14.03,7.64,1.78,6.89,655.0,Yes,Yes,2.7,,33.02,,2.51,1.84,3.38,8.86,2.0,2.1,3.57,3.34,-2.11,-0.18,0.78,0.36,-334.1,83.57,-,-41.1,4.5,-18.1,13.6,Aug 03 e9e6O,-15.56,43.52,0.0,47.9,0.08,-0.2,-1.2,4.2,98.6,26.0,-1.7,,-20.48,114340000.0,61070000.0,2.63,3.2,35.5,24.42 - 41.32,-37.51,5.73,38.73,0.77,502120.0,385734.0,-1.75,-11.42,-23.41,-16.76,-29.66,-27.8,0.82,0.98,2.69 3.49,25.51,25.82,1.22
AYX,"Alteryx, Inc.",Technology ,,3270000000.0,-307900000.0,635900000.0,2.51,5.96,,,2595.0,Yes,Yes,2.3,,467.06,,5.14,18.98,7.99,,1.6,1.6,5.1,4.61,-10.32,-4.54,0.1,-0.1,-624.7,125.5,,-37.4,44.3,50.4,-141.7,Nov 01 Ae6C,-20.47,1.5,0.0,88.5,-0.35,-20.5,-101.4,-11.9,86.5,-42.2,-48.4,,-18.67,68310000.0,59850000.0,4.46,3.32,75.44,43.45 - 81.30,-41.4,9.64,34.32,0.71,803670.0,568424.0,-1.73,-18.33,3.25,-30.61,-34.53,-21.26,0.67,2.58,4.39 4.31,48.34,47.64,-1.45
AZN,AstraZeneca PLC,Healthcare ,,168430000000.0,-1253000000.0,44040000000.0,11.6,1.6,1.9,3.44,83100.0,Yes,Yes,1.8,,15.26,,3.82,4.76,34.46,76.42,0.7,1.0,0.82,0.76,0.2,-0.42,3.62,0.72,-96.8,8.72,,-50.9,10.2,31.0,-44.7,Nov 10 e9e6O,-7.15,0.5,0.0,18.5,0.9,-1.2,-3.3,2.0,74.8,-1.2,-2.8,,-11.73,3100000000.0,2990000000.0,0.16,0.73,71.9,52.65 - 71.70,-23.04,4.81,44.03,0.68,6570000.0,4489211.0,-1.78,1.1,-17.3,-16.34,-10.7,-5.27,0.5,1.31,2.16 2.15,54.97,55.18,0.38
AZO,"AutoZone, Inc.",Consumer Cyclical ,S&P 500,46060000000.0,2430000000.0,16250000000.0,-171.09,13.75,,,62000.0,Yes,Yes,2.1,20.48,16.8,1.55,2.83,,175.12,16.51,0.1,0.8,,,8.37,117.53,143.28,25.43,32.3,15.43,,18.5,6.6,5.9,9.6,Sep 19 e9e6O,9.2,0.1,-65.76,95.8,-0.26,16.7,-92.2,63.1,52.1,19.9,14.8,0.0,15.83,19800000.0,19410000.0,2.39,3.02,2383.16,1703.32 - 2362.24,1.92,41.34,68.56,1.36,153680.0,209315.0,5.14,14.82,14.79,9.65,31.35,14.84,0.73,62.18,2.79 2.52,2301.03,2407.52,4.63
AZPN,"Aspen Technology, Inc.",Technology ,,15630000000.0,53100000.0,405300000.0,262.45,7.19,,,3574.0,Yes,Yes,2.1,238.79,32.68,13.12,38.56,0.95,34.75,143.25,3.5,3.5,0.02,0.02,1.72,1.05,7.64,1.25,-72.2,13.19,,-11.1,-3.9,20.7,-18.4,Oct 26 Ae6C,8.87,0.4,-4.9,41.9,-0.59,1.1,1.4,0.4,61.4,8.9,13.1,0.0,35.96,50180000.0,27870000.0,3.49,5.35,254.0,135.48 - 263.59,-5.24,84.36,57.1,1.18,181720.0,215285.0,-1.01,12.43,38.01,57.26,59.09,64.11,1.05,8.84,3.40 3.60,253.63,249.77,-1.52
AZRE,Azure Power Global Limited,Utilities ,,303580000.0,-36300000.0,212200000.0,5.9,1.56,,,471.0,Yes,Yes,3.5,,4.78,,1.43,0.78,2.93,,0.6,0.6,5.08,3.91,-12.48,-0.76,0.96,0.13,-66.3,1271.4,,7.4,42.1,27.2,45.5,,-30.2,0.06,0.0,,-2.21,-1.9,-12.5,3.3,91.6,46.3,-17.1,,-63.45,64160000.0,64120000.0,3.55,2.52,5.0,3.26 - 25.30,-81.86,40.8,36.93,0.46,903260.0,411378.0,-4.18,-21.0,-60.33,-68.69,-79.21,-74.71,0.7,0.5,10.06 9.33,4.53,4.59,1.32
BAH,Booz Allen Hamilton Holding Corporation,Industrials ,,13110000000.0,509300000.0,8620000000.0,8.29,3.82,1.72,1.71,29300.0,Yes,Yes,2.2,26.41,20.66,3.52,1.52,12.13,26.34,,1.6,1.6,2.54,2.47,4.64,3.81,4.87,1.13,-21.2,11.57,,14.9,7.6,13.1,52.7,Oct 28 e9e6O,4.44,1.0,-19.74,91.1,-2.97,,,14.2,53.5,,,,13.93,132370000.0,130040000.0,1.35,2.11,102.78,69.68 - 101.41,-0.84,44.32,60.13,1.4,829740.0,1160322.0,4.28,7.79,5.69,15.1,21.23,18.6,0.62,2.59,2.56 2.41,101.03,100.56,-0.47
BB,BlackBerry Limited,Technology ,,2540000000.0,-17000000.0,705000000.0,2.3,1.12,,,3325.0,Yes,Yes,3.9,,,,3.6,1.92,3.95,,1.8,1.8,0.34,0.34,-3.16,-0.04,-0.17,-0.07,101.1,85.7,-,15.0,-11.3,-4.0,63.1,Sep 27 Ae6C,-18.89,11.2,-0.18,56.6,-0.03,-0.7,-1.2,-0.4,64.0,-3.8,-2.4,,-29.65,577310000.0,567610000.0,5.74,5.48,,3.94 - 12.39,-64.33,12.18,40.33,0.78,5940000.0,4639285.0,2.79,-12.82,-22.59,-27.3,-59.52,-52.73,1.46,0.24,4.32 5.06,4.4,4.42,0.45
BDC,Belden Inc.,Industrials ,,2760000000.0,92300000.0,2550000000.0,23.69,12.51,0.2,0.31,6200.0,Yes,Yes,2.0,32.16,10.49,3.16,1.08,2.76,5.22,20.17,1.7,2.4,1.09,1.09,4.75,2.03,6.23,1.56,12.8,3.37,,-12.4,0.4,15.7,31.1,Nov 02 e9e6O,1.03,1.0,-2.08,,0.22,2.7,8.8,3.9,35.2,5.9,3.4,10.3,11.58,44250000.0,42800000.0,2.34,4.35,79.67,47.89 - 70.97,-7.93,36.44,56.57,0.64,230170.0,147258.0,4.23,8.68,6.21,26.51,8.34,-0.59,1.3,2.12,2.83 3.18,64.65,65.34,1.07
BEAM,Beam Therapeutics Inc.,Healthcare ,,2990000000.0,-234000000.0,76900000.0,11.4,16.99,,,341.0,Yes,Yes,1.8,,,,38.86,3.82,2.56,24.3,5.6,5.6,0.01,0.0,-8.94,-3.41,-5.41,-1.31,-37.7,-12.3,,,,140433.3,16.4,,-17.76,1.6,-9.06,87.3,-0.3,-17.0,-28.3,-47.2,,,,,-18.33,70210000.0,69020000.0,19.01,12.26,92.27,27.77 - 100.06,-56.48,56.82,38.73,0.87,1070000.0,934735.0,-9.59,-7.52,-32.1,-1.54,-53.54,-45.35,,3.64,7.95 7.04,44.96,43.55,-3.14
BFH,"Bread Financial Holdings, Inc.",Financial ,,1500000000.0,481000000.0,3870000000.0,45.68,63.3,0.84,2.76,6000.0,Yes,Yes,2.4,3.18,2.81,0.61,0.39,0.67,0.48,,,,8.12,3.27,-3.1,9.6,10.84,2.6,266.9,87.72,,16.5,-12.5,14.4,-95.4,Oct 27 e9e6O,-15.39,0.8,0.61,99.7,0.14,,,3.8,91.5,,,,-38.99,49800000.0,49630000.0,7.34,4.98,46.2,28.85 - 80.93,-62.34,5.65,40.28,1.14,731090.0,835795.0,-5.05,-8.11,-26.89,-46.11,-60.77,-54.21,1.97,1.7,5.47 5.07,30.04,30.48,1.46
BFLY,"Butterfly Network, Inc.",Healthcare ,,830930000.0,-109100000.0,68400000.0,1.94,,,,463.0,Yes,Yes,2.0,,,,12.15,2.23,,,5.8,6.8,0.0,0.0,-5.79,-0.55,-0.95,-0.24,92.8,1.8,-,,,16.4,,Aug 03 e9e6O,-20.95,3.5,-0.57,53.8,3.87,-20.0,-25.7,-43.1,31.2,,,,-7.88,199400000.0,144180000.0,16.06,8.94,8.25,2.31 - 10.99,-60.6,87.45,40.97,0.43,2590000.0,1104404.0,-1.59,-9.79,5.35,11.03,-58.2,-35.28,,0.33,6.66 7.02,4.43,4.33,-2.26
BG,Bunge Limited,Consumer Defensive ,,13690000000.0,1760000000.0,64610000000.0,57.52,10.84,2.5,2.74,22000.0,Yes,Yes,,7.92,7.73,,0.21,1.58,8.41,,0.7,1.5,0.75,0.35,5.39,11.5,11.79,2.5,79.1,-7.46,,22.6,6.7,16.5,-42.2,Oct 26 e9e6O,-1.51,0.5,-5.24,87.6,-0.1,6.8,22.7,13.4,5.7,3.4,2.7,17.0,-9.9,151800000.0,150890000.0,2.51,3.03,129.0,80.41 - 128.40,-29.04,13.31,55.15,0.9,1250000.0,1121953.0,3.72,9.52,-4.43,-21.72,3.15,-2.41,0.65,2.85,2.02 3.14,90.8,91.11,0.34
BGNE,"BeiGene, Ltd.",Healthcare ,,15480000000.0,-2005200000.0,1070000000.0,51.58,57.42,,,8600.0,Yes,Yes,2.1,,,,14.48,3.02,2.71,,4.4,4.5,0.11,0.03,6.75,-20.42,-13.46,-4.01,20.6,21.3,,-31.7,305.7,127.7,-6.3,Aug 04 e9e6O,-2.21,0.1,-39.57,63.3,9.15,-27.3,-38.6,-20.6,78.3,,,,-11.85,102810000.0,101530000.0,2.25,9.95,265.29,118.18 - 392.30,-60.28,31.85,51.42,2.97,230190.0,684811.0,-6.6,12.39,-12.12,-4.29,-58.87,-42.49,0.76,11.57,7.97 6.94,169.37,155.82,-8.0
BIDU,"Baidu, Inc.",Communication Services ,,28200000000.0,-1725000000.0,17060000000.0,86.62,69.89,,,45500.0,Yes,Yes,1.9,,1.21,,1.65,0.92,1.14,11.53,2.7,2.7,0.4,0.3,-28.32,-5.0,65.85,15.55,-56.8,11.89,,-2.5,12.0,-5.4,717.4,Aug 30 e9e6O,-36.25,15.6,0.0,36.6,-0.71,-3.3,-5.8,1.0,47.9,8.3,-10.1,,-41.95,345550000.0,271880000.0,2.59,2.83,184.67,88.21 - 182.51,-56.3,-9.59,15.03,6.44,2480000.0,15993723.0,-21.71,-32.84,-42.28,-31.59,-55.11,-46.4,0.72,6.23,7.04 4.61,91.23,79.75,-12.58
