Tickers,Company,Sector,Index,Market Cap,Income,Sales,Book/sh,Cash/sh,Dividend,Dividend % %,Employees,Optionable,Shortable,Recom,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,SMA20 %,EPS (ttm),EPS next Y,EPS next Q,EPS this Y %,EPS next Y %,EPS next 5Y,EPS past 5Y %,Sales past 5Y %,Sales Q/Q %,EPS Q/Q %,Earnings,SMA50 %,Insider Own %,Insider Trans %,Inst Own %,Inst Trans %,ROA %,ROE %,ROI %,Gross Margin %,Oper. Margin %,Profit Margin %,Payout %,SMA200 %,Shs Outstand,Shs Float,Short Float %,Short Ratio,Target Price,52W Range,52W High %,52W Low %,RSI (14),Rel Volume,Avg Volume,Volume,Perf Week %,Perf Month %,Perf Quarter %,Perf Half Y %,Perf Year %,Perf YTD %,Beta,ATR,Volatility %,Prev Close,Price,Change %
AMR,"Alpha Metallurgical Resources, Inc.",Basic Materials ,,2410000000.0,1310000000.0,3890000000.0,71.79,9.18,1.57,1.15,3560.0,Yes,Yes,2.3,2.0,3.81,,0.62,1.9,14.88,2.71,2.7,3.2,0.0,0.0,-11.51,68.28,35.86,15.36,215.2,-56.11,-,51.2,11.7,238.1,,Aug 08 e9e6O,-3.09,6.1,-6.9,77.9,8.14,66.9,172.9,35.5,44.2,38.1,33.9,0.5,16.45,18380000.0,14650000.0,7.17,1.71,190.0,42.02 - 186.98,-26.95,225.04,40.94,0.63,614900.0,384661.0,-11.25,-10.33,-6.56,20.5,158.25,123.73,1.2,9.31,5.54 5.77,141.1,136.59,-3.2
AMSWA,"American Software, Inc.",Technology ,,528450000.0,12000000.0,129600000.0,3.96,3.43,0.44,2.79,406.0,Yes,Yes,1.5,44.93,31.29,2.81,4.08,3.98,4.6,69.53,2.7,2.7,0.0,0.0,-9.97,0.35,0.5,0.08,52.7,43.18,,-4.0,3.7,6.8,-23.8,Aug 24 Ae6C,-9.56,1.1,-8.71,76.5,-1.35,6.4,9.1,9.1,59.9,10.7,9.2,123.2,-20.05,33660000.0,31430000.0,1.55,3.98,29.33,15.02 - 33.26,-52.59,4.99,35.38,1.36,122670.0,167250.0,-2.77,-16.52,-1.44,-21.93,-36.08,-39.74,0.85,0.67,2.30 3.75,16.42,15.77,-3.96
AMZN,"Amazon.com, Inc.",Consumer Cyclical ,S&P 500,1261880000000.0,11610000000.0,485900000000.0,12.91,6.1,,,1523000.0,Yes,Yes,1.8,114.05,54.85,3.43,2.6,9.82,20.79,,0.7,1.0,0.63,0.59,-5.18,1.11,2.31,0.22,54.9,151.3,,67.6,28.1,7.2,-126.3,Jul 28 Ae6C,-1.11,9.8,-0.01,59.9,-1.53,2.8,8.9,9.5,42.6,3.1,2.4,0.0,-10.11,10180000000.0,9180000000.0,0.78,1.16,171.18,101.26 - 188.11,-32.58,25.24,43.96,1.17,61330000.0,71848496.0,0.56,-11.65,22.33,-10.6,-26.63,-23.93,1.34,4.51,2.84 2.84,136.45,126.82,-7.06
AN,"AutoNation, Inc.",Consumer Cyclical ,,6240000000.0,1490000000.0,26580000000.0,40.22,5.97,,,22200.0,Yes,Yes,2.2,4.75,4.97,0.19,0.23,2.75,18.54,4.68,0.4,1.1,1.53,1.52,-10.69,23.27,22.25,6.37,325.4,-9.65,,34.5,3.6,-1.6,34.2,Jul 21 e9e6O,-7.82,13.1,-18.74,88.6,-1.45,16.6,63.3,26.3,19.8,7.9,5.6,0.0,-3.65,57800000.0,45320000.0,12.49,7.97,166.75,96.56 - 135.57,-18.4,14.57,33.33,1.31,710230.0,930835.0,-4.83,-11.29,-0.7,-2.15,4.48,-5.32,1.07,4.03,3.07 3.15,116.67,110.63,-5.18
ANET,"Arista Networks, Inc.",Technology ,S&P 500,36390000000.0,1030000000.0,3500000000.0,13.06,9.56,,,2993.0,Yes,Yes,2.3,36.94,26.34,1.95,10.39,9.18,12.54,49.36,3.0,3.7,0.0,0.0,-3.56,3.25,4.55,1.04,31.9,13.6,,33.3,21.2,48.7,53.0,Aug 01 Ae6C,3.78,0.1,-84.19,67.5,-0.23,17.9,25.9,21.0,62.8,32.6,29.6,0.0,0.5,306750000.0,232840000.0,1.89,2.38,150.0,85.18 - 148.57,-19.28,40.78,47.86,0.96,1850000.0,1784893.0,2.02,-5.47,30.22,4.02,33.88,-16.58,1.33,3.47,2.44 2.40,124.75,119.92,-3.87
ANSS,"ANSYS, Inc.",Technology ,S&P 500,21440000000.0,458300000.0,2000000000.0,51.18,6.0,,,5100.0,Yes,Yes,2.5,47.73,29.21,5.39,10.74,4.86,41.43,37.81,2.1,2.1,0.0,0.17,-4.55,5.21,8.52,1.64,3.8,9.97,,11.6,14.0,6.1,6.3,Aug 03 Ae6C,-4.79,0.1,-0.92,97.0,1.5,7.5,10.4,8.6,87.0,27.8,23.0,0.0,-17.16,87000000.0,86720000.0,1.45,2.67,320.06,225.92 - 413.89,-39.9,10.11,42.21,1.31,471960.0,619633.0,3.11,-12.58,7.89,-14.2,-32.1,-37.98,1.31,7.7,2.48 2.39,261.42,248.76,-4.84
AOSL,Alpha and Omega Semiconductor Limited,Technology ,,910410000.0,453200000.0,777600000.0,30.82,12.04,,,3939.0,Yes,Yes,3.3,2.12,6.36,0.12,1.17,1.1,2.82,4.88,1.9,2.6,0.08,0.07,-13.85,16.03,5.34,1.21,902.5,14.82,,78.9,14.4,20.1,91.7,Aug 10 Ae6C,-11.17,18.2,-2.02,67.9,15.46,41.8,73.8,11.2,34.5,11.9,56.9,0.0,-24.97,26830000.0,22120000.0,8.53,4.91,45.67,27.10 - 69.99,-51.54,25.17,38.64,0.79,384380.0,305452.0,0.06,-21.83,-4.21,-24.52,18.52,-43.99,2.47,2.48,3.89 5.13,36.31,33.92,-6.58
APA,APA Corporation,Energy ,S&P 500,12160000000.0,3080000000.0,10070000000.0,1.71,0.91,0.5,1.28,2253.0,Yes,Yes,2.3,4.4,3.58,0.13,1.21,22.87,43.12,2.94,0.9,1.1,9.05,8.84,3.53,8.89,10.92,2.36,120.2,16.76,,22.1,8.3,73.5,224.7,Aug 03 Ae6C,10.56,0.34,-7.42,84.4,-5.95,23.7,-579.7,31.2,69.5,51.4,30.6,3.8,7.93,341000000.0,325370000.0,3.4,1.36,54.39,18.52 - 51.95,-24.72,111.12,55.93,0.95,8120000.0,7710392.0,3.41,12.71,-14.18,4.07,94.09,45.44,3.79,1.98,3.53 4.68,40.0,39.11,-2.22
APP,AppLovin Corporation,Technology ,,9620000000.0,-108600000.0,2920000000.0,5.1,2.64,,,1594.0,Yes,Yes,1.7,,25.05,,3.29,5.23,10.11,33.91,2.8,2.8,1.69,1.67,-0.88,-0.29,1.06,0.15,126.6,1801.79,-,,,-39.0,-715.4,Aug 10 Ae6C,-16.93,12.5,-0.92,49.8,8.42,-1.9,-5.4,2.2,62.2,1.0,-3.7,,-48.76,373910000.0,177370000.0,8.09,5.06,55.6,23.37 - 116.09,-77.02,14.16,44.3,0.9,2840000.0,2559548.0,8.76,-26.54,-21.14,-39.43,-64.41,-71.7,,1.97,5.41 5.73,28.51,26.68,-6.42
APPF,"AppFolio, Inc.",Technology ,,3390000000.0,-45700000.0,414200000.0,7.59,3.4,,,1600.0,Yes,Yes,2.8,,,,8.19,12.88,28.76,192.85,2.9,2.9,0.0,0.0,-5.62,-1.31,-0.38,-0.13,-99.4,44.0,,16.2,27.8,32.0,,Jul 28 Ae6C,-4.11,1.1,-23.94,80.3,1.14,-11.5,-16.0,-4.2,59.3,-12.5,-11.0,,-9.78,34930000.0,18510000.0,3.63,6.95,108.0,79.92 - 139.99,-30.17,22.32,41.9,0.84,96690.0,81062.0,3.97,-12.86,10.81,-11.48,-21.44,-19.25,1.05,3.37,2.92 2.95,101.49,97.76,-3.68
APPN,Appian Corporation,Technology ,,3220000000.0,-123700000.0,421700000.0,2.83,1.95,,,1798.0,Yes,Yes,2.6,,,,7.62,16.3,23.66,,1.5,1.5,0.0,0.0,-3.54,-1.72,-0.61,-0.22,-157.4,21.0,-,-40.6,22.7,32.7,-103.0,Aug 04 Ae6C,-7.28,0.6,,73.5,3.48,-25.1,-52.8,-36.2,71.8,-27.4,-29.3,,-15.75,72390000.0,39820000.0,14.31,16.6,57.78,38.78 - 107.50,-57.1,18.93,45.71,1.0,343280.0,343359.0,6.78,-14.78,11.51,-3.29,-54.93,-29.27,1.58,2.78,4.52 4.90,49.11,46.12,-6.09
APPS,"Digital Turbine, Inc.",Technology ,,1660000000.0,36200000.0,778200000.0,5.89,0.97,,,844.0,Yes,Yes,1.7,53.14,10.25,1.97,2.14,3.08,18.62,13.29,1.2,1.2,0.82,0.82,-11.0,0.34,1.77,0.33,-39.3,22.18,,26.2,79.4,19.3,0.5,Aug 08 Ae6C,-9.36,2.8,0.58,68.6,6.66,2.5,7.0,8.0,47.5,12.5,4.6,0.0,-47.69,97820000.0,95120000.0,6.3,2.01,35.18,14.43 - 93.98,-80.72,25.57,42.7,0.85,2980000.0,2521048.0,6.03,-23.54,16.9,-42.49,-70.84,-70.29,2.37,1.4,6.00 5.66,20.33,18.12,-10.87
ARBE,Arbe Robotics Ltd.,Technology ,,418730000.0,-48600000.0,3300000.0,1.03,1.13,,,118.0,Yes,Yes,2.0,,,,126.89,6.4,5.84,,9.5,9.5,0.0,0.0,-7.49,-0.77,-0.14,-0.16,-271.8,82.5,-,,,300.0,26.1,Aug 16 e9e6O,6.39,28.26,0.0,32.7,0.15,,,-39.3,54.5,,,,-9.99,63290000.0,45380000.0,0.72,15.9,12.8,4.83 - 17.27,-61.84,36.42,45.13,0.46,20670.0,9476.0,-9.73,-5.32,6.29,17.68,-34.4,-29.14,,0.61,11.78 9.46,6.97,6.59,-5.52
ARCH,"Arch Resources, Inc.",Energy ,,2540000000.0,995200000.0,3400000000.0,70.75,14.67,1.0,0.76,3303.0,Yes,Yes,1.7,2.71,3.97,,0.75,1.86,9.0,5.46,2.0,2.5,0.16,0.11,-11.71,48.62,33.21,13.21,184.4,-44.27,-,-17.4,2.3,151.6,1362.6,Jul 28 e9e6O,-4.8,1.88,9.1,,-2.04,46.8,124.0,29.2,39.4,30.2,29.3,1.2,5.51,18550000.0,18200000.0,15.52,4.26,196.0,67.85 - 172.53,-23.53,94.45,39.45,1.08,663070.0,714676.0,-8.27,-9.86,-12.63,3.5,71.67,56.59,0.5,7.73,5.07 5.20,133.66,131.94,-1.29
ARCT,Arcturus Therapeutics Holdings Inc.,Healthcare ,,389410000.0,-165500000.0,40600000.0,6.46,11.37,,,177.0,Yes,Yes,2.6,,,,9.59,2.42,1.37,,3.1,3.1,0.37,0.21,-3.56,-6.28,-3.96,-1.75,-117.8,65.6,-,-58.5,-9.5,146.5,60.6,Aug 09 Ae6C,-9.93,1.0,0.0,79.9,3.22,-43.9,-78.5,,,,,,-33.26,26430000.0,22900000.0,9.79,4.06,49.91,11.70 - 55.63,-71.92,33.5,47.48,1.69,552640.0,934661.0,13.6,-18.56,18.42,-11.45,-71.26,-57.8,2.75,1.42,7.17 8.38,16.45,15.62,-5.05
ARQQ,Arqit Quantum Inc.,Technology ,,960780000.0,,12300000.0,-0.31,,,,74.0,Yes,Yes,2.5,,30.31,,78.11,,,,,,,,30.4,-3.98,0.26,,,-43.5,-,,,,,,33.78,79.72,0.0,2.9,,,,,,,,,-36.32,121930000.0,24730000.0,1.9,1.92,12.67,4.98 - 41.52,-81.02,58.23,67.8,2.55,244890.0,624437.0,38.73,24.88,54.51,-49.58,-47.4,-67.1,,0.74,19.73 11.70,7.72,7.88,2.07
ARRY,"Array Technologies, Inc.",Technology ,,3050000000.0,-113800000.0,1130000000.0,0.44,0.33,,,1135.0,Yes,Yes,2.3,,21.51,,2.69,45.27,59.72,,1.1,1.8,12.75,11.97,-6.66,-0.82,0.93,0.1,-217.8,207.64,,,,116.2,-129.3,Aug 09 Ae6C,15.95,0.6,3.83,,2.99,-8.4,-425.5,-2.2,7.9,-6.9,-10.0,,51.77,150200000.0,148100000.0,10.73,3.68,26.15,5.45 - 27.67,-28.01,265.84,49.34,1.3,4310000.0,5613674.0,-4.09,-14.51,67.68,95.29,4.84,26.96,,1.83,7.94 8.13,20.53,19.92,-2.97
ASAN,"Asana, Inc.",Technology ,,4190000000.0,-371200000.0,467800000.0,0.48,1.45,,,1666.0,Yes,Yes,2.3,,,,8.95,52.96,17.52,,1.2,1.2,0.0,0.35,17.25,-1.97,-0.94,-0.33,-24.7,16.0,-,,,50.7,-47.3,Sep 07 Ae6C,21.21,4.8,217.07,52.1,-5.94,-53.8,-212.3,-112.6,89.9,-77.5,-79.3,,-35.64,191350000.0,54800000.0,27.53,4.16,28.52,16.19 - 145.79,-82.56,57.01,59.24,2.28,3620000.0,8280974.0,34.57,-10.68,40.68,-22.85,-74.94,-65.9,,2.31,11.11 7.90,28.71,25.42,-11.46
ASML,ASML Holding N.V.,Technology ,,188710000000.0,5640000000.0,19270000000.0,19.28,11.03,7.38,1.57,32627.0,Yes,Yes,2.0,33.74,22.79,1.13,9.79,24.43,42.7,22.08,0.9,1.4,0.0,0.57,-8.36,13.96,20.68,4.04,69.1,33.26,,31.5,22.0,35.1,40.5,Jul 20 e9e6O,-8.59,0.4,0.0,19.7,-0.81,18.8,59.0,38.9,51.1,33.3,29.3,39.8,-22.98,399420000.0,399410000.0,0.18,0.67,682.3,412.67 - 895.93,-47.42,14.16,37.98,1.12,1050000.0,1177523.0,0.25,-18.21,-4.55,-18.43,-45.93,-40.83,1.32,19.29,3.11 3.03,504.93,471.1,-6.7
ATAI,Atai Life Sciences N.V.,Healthcare ,,653040000.0,-193500000.0,700000.0,2.02,1.9,,,81.0,Yes,Yes,1.9,,,,932.91,1.97,2.09,,14.7,14.7,0.0,0.0,-11.35,-1.28,-1.04,-0.23,-9.0,-15.6,-,,,,35.1,Aug 15 e9e6O,-6.61,9.41,4.25,32.3,13.22,-47.5,-52.0,-35.0,,,,,-24.64,153970000.0,146690000.0,4.38,8.07,23.96,2.95 - 17.81,-77.65,34.92,40.61,1.13,795090.0,898354.0,-5.46,-13.1,31.35,-21.5,-74.54,-47.84,,0.29,5.73 6.67,4.29,3.98,-7.23
ATEN,"A10 Networks, Inc.",Technology ,,1010000000.0,102400000.0,266700000.0,2.57,2.19,0.2,1.5,590.0,Yes,Yes,1.7,10.37,16.4,0.52,3.79,5.18,6.06,25.27,2.0,2.2,0.0,0.0,-9.1,1.28,0.81,0.18,432.5,17.54,,40.5,1.9,14.9,59.5,Aug 02 Ae6C,-8.58,1.6,-50.52,93.2,9.24,27.1,51.6,46.3,79.9,16.3,38.4,11.3,-8.4,75890000.0,63820000.0,5.79,5.3,21.0,12.27 - 19.05,-30.18,8.39,35.78,0.96,697230.0,672567.0,1.92,-16.04,-3.55,5.98,-8.9,-19.78,0.92,0.5,3.19 3.08,13.68,13.3,-2.78
ATGE,Adtalem Global Education Inc.,Consumer Defensive ,,1630000000.0,-29800000.0,1390000000.0,33.32,,,,4313.0,Yes,Yes,2.3,,8.68,,1.18,1.13,,,1.3,1.3,0.56,0.56,-1.82,-0.6,4.35,0.78,-145.0,7.41,,-18.4,2.8,61.6,-8.6,Aug 11 Ae6C,-1.99,1.9,0.95,,-2.06,9.1,22.9,4.1,52.4,5.8,22.9,0.0,19.57,45170000.0,44260000.0,8.29,8.24,43.33,19.14 - 41.40,-8.77,97.34,47.3,0.63,445560.0,282039.0,1.56,0.53,20.67,48.23,-1.25,27.77,1.02,1.28,2.94 2.96,39.34,37.77,-3.99
ATKR,Atkore Inc.,Industrials ,,3390000000.0,891300000.0,3810000000.0,26.47,4.52,,,4000.0,Yes,Yes,2.2,4.11,6.03,,0.89,3.1,18.18,8.99,1.9,2.8,0.0,0.67,-6.84,19.96,13.61,5.02,293.1,-35.11,,67.1,14.0,24.4,60.3,Aug 02 e9e6O,-7.91,0.3,-32.81,,-1.63,38.4,89.7,38.1,41.6,31.6,23.4,0.0,-17.39,43070000.0,41040000.0,5.34,4.98,124.25,80.04 - 123.53,-33.54,2.57,39.18,1.29,439770.0,567005.0,-2.6,-10.92,-14.4,-18.24,-8.13,-26.16,2.26,3.21,3.50 3.28,88.37,82.1,-7.1
ATO,Atmos Energy Corporation,Utilities ,S&P 500,16110000000.0,751000000.0,4050000000.0,66.26,2.37,2.72,2.34,4684.0,Yes,Yes,2.4,21.47,19.56,2.56,3.98,1.76,49.09,,0.9,1.0,0.86,0.62,-0.13,5.42,5.95,0.44,4.7,7.13,,9.0,6.8,34.8,17.7,Aug 03 Ae6C,0.88,0.3,-0.0,92.9,1.21,4.6,11.0,4.9,61.1,27.0,23.5,29.6,4.99,139880000.0,138210000.0,4.59,7.04,125.44,85.80 - 122.96,-5.28,35.73,50.58,0.87,900650.0,783248.0,1.97,-0.42,8.83,3.19,26.34,11.16,0.52,2.0,1.82 1.54,119.44,116.46,-2.49
ATVI,"Activision Blizzard, Inc.",Communication Services ,S&P 500,60340000000.0,1880000000.0,7640000000.0,23.34,13.65,0.47,0.61,9800.0,Yes,Yes,2.3,32.08,20.1,2.96,7.89,3.29,5.62,31.33,6.2,6.2,0.2,0.2,-2.8,2.39,3.82,0.51,21.9,35.01,,22.0,5.9,-28.4,-68.2,Aug 01 Ae6C,-2.91,0.1,-6.17,83.0,-1.16,7.6,10.6,13.2,71.9,30.4,24.6,19.5,0.99,782000000.0,775550000.0,2.64,4.3,93.96,56.40 - 86.90,-11.67,36.1,36.02,1.23,4770000.0,5846313.0,-0.1,-4.99,2.68,-3.51,-2.25,15.38,0.51,0.88,1.39 1.09,78.13,76.76,-1.75
AUDC,AudioCodes Ltd.,Technology ,,682410000.0,31100000.0,264200000.0,5.75,1.72,0.36,1.62,885.0,Yes,Yes,,23.8,13.32,2.64,2.58,3.87,12.97,66.25,1.2,1.5,0.0,0.0,-1.43,0.94,1.67,0.35,20.5,19.96,,17.1,11.3,12.9,-12.1,Aug 02 e9e6O,-1.94,40.5,0.0,45.4,3.33,9.3,15.9,16.4,67.2,13.4,11.8,37.4,-15.08,31810000.0,24180000.0,0.25,0.86,26.4,19.62 - 37.35,-40.43,13.4,47.4,1.43,69170.0,99242.0,2.06,-3.13,4.07,-13.22,-30.75,-35.95,0.67,0.76,3.56 2.82,23.53,22.25,-5.44
AUID,authID Inc.,Technology ,,83950000.0,-23600000.0,1400000.0,0.31,0.39,,,60.0,No,Yes,,,,,59.96,10.66,8.39,,,3.9,1.08,0.99,18.86,-1.0,,,-32.4,,-,9.4,3.5,0.0,-73.7,Aug 09 Ae6C,16.62,9.9,1.05,14.0,-6.49,-131.2,-208.8,-147.5,78.8,,,,-41.02,24670000.0,18780000.0,2.14,7.51,,1.45 - 18.64,-82.27,127.93,62.15,0.68,53620.0,36664.0,18.46,31.67,1.07,5.93,-71.7,-76.44,2.83,0.26,7.15 8.53,3.28,3.31,0.76
AVAV,"AeroVironment, Inc.",Industrials ,,2410000000.0,1400000.0,453200000.0,24.19,4.24,,,1214.0,Yes,Yes,2.2,1719.46,44.17,94.48,5.31,3.98,22.73,,2.7,3.7,0.31,0.29,0.44,0.06,2.18,0.23,-117.7,41.56,,-17.3,13.8,7.4,40.4,Sep 07 Ae6C,7.74,0.9,-4.98,87.7,1.33,0.2,0.2,0.9,32.3,1.2,0.3,0.0,20.09,24800000.0,24680000.0,4.6,4.3,98.0,52.03 - 114.11,-15.62,85.07,53.71,1.11,264190.0,292547.0,9.74,-1.67,15.54,30.81,5.8,55.23,0.51,4.82,7.85 5.18,100.02,96.29,-3.73
AVGO,Broadcom Inc.,Technology ,S&P 500,201410000000.0,9830000000.0,31680000000.0,51.55,24.95,16.4,3.26,20000.0,Yes,Yes,1.9,21.94,12.43,1.44,6.36,9.77,20.19,23.71,2.0,2.3,1.89,1.88,-4.02,22.96,40.5,10.29,137.1,8.24,,40.0,15.7,24.9,66.0,Sep 01 Ae6C,-3.03,0.1,-7.74,82.2,-1.14,13.5,43.8,12.8,65.7,40.5,31.0,66.2,-11.27,405000000.0,394320000.0,1.44,2.8,656.38,463.91 - 677.76,-25.69,8.57,43.53,1.72,2030000.0,3490391.0,1.09,-9.78,-2.7,-11.3,0.94,-24.31,1.12,15.87,2.30 2.68,529.06,503.65,-4.8
AVID,"Avid Technology, Inc.",Communication Services ,,1110000000.0,48000000.0,419000000.0,-3.05,1.03,,,1405.0,Yes,Yes,2.3,24.48,15.16,1.63,2.64,,24.97,23.59,0.8,0.9,,,-1.62,1.05,1.69,0.32,262.6,17.51,,-5.8,-4.3,3.0,8.6,Aug 02 Ae6C,-4.68,7.9,5.8,81.4,3.99,18.9,-37.1,111.0,65.5,13.8,11.4,0.0,-13.25,44740000.0,41110000.0,1.82,1.44,37.0,20.83 - 37.31,-31.31,23.04,47.15,0.71,521690.0,371269.0,5.69,-8.3,1.67,-8.3,0.99,-21.31,1.18,1.27,4.10 4.09,26.31,25.63,-2.58
AVLR,"Avalara, Inc.",Technology ,,8100000000.0,-166400000.0,789400000.0,11.66,16.71,,,4465.0,Yes,Yes,1.9,,512.15,,10.26,7.95,5.55,658.62,3.2,3.2,0.94,0.94,0.82,-1.91,0.18,-0.05,-130.2,3520.0,-,-12.4,33.1,23.4,-76.1,Aug 08 e9e6O,4.28,1.5,-9.78,92.3,1.39,-6.2,-16.1,-6.0,70.2,-19.7,-21.1,,-4.54,87990000.0,86580000.0,4.66,1.14,94.22,66.39 - 190.68,-51.38,39.63,58.81,0.72,3530000.0,2543090.0,0.94,0.49,28.98,22.23,-49.55,-28.2,1.04,0.82,0.52 0.54,92.91,92.7,-0.23
AVPT,"AvePoint, Inc.",Technology ,,828980000.0,-39200000.0,213800000.0,1.3,1.34,,,1934.0,Yes,Yes,2.0,,180.4,,3.88,3.47,3.36,2072.46,2.8,2.8,0.0,0.0,-5.13,-0.22,0.03,0.01,-68.7,66.67,-,,,23.0,73.3,Aug 11 Ae6C,-7.14,2.6,0.0,41.4,18.56,-10.1,-16.0,-21.5,71.8,-29.0,-18.3,,-16.73,182490000.0,115520000.0,5.9,7.54,8.0,3.88 - 10.10,-55.35,16.24,41.79,0.52,902830.0,468967.0,6.62,-10.16,-5.45,-10.34,-54.12,-28.3,,0.22,4.43 4.40,4.67,4.51,-3.43
AVYA,Avaya Holdings Corp.,Technology ,,137010000.0,-1473000000.0,2770000000.0,5.05,4.3,,,8063.0,Yes,Yes,3.1,,,,0.05,0.36,0.42,,1.6,1.7,0.0,6.54,36.48,-17.03,-0.07,-0.26,97.3,9.9,,33.4,-4.3,-3.0,96.7,Aug 09 e9e6O,16.43,17.4,12.56,95.41,2.48,-1.3,-20.6,5.5,51.1,4.7,-2.9,,-81.81,85600000.0,71430000.0,33.52,1.43,,0.60 - 22.47,-91.9,205.27,56.1,0.92,16710000.0,15319860.0,-14.15,178.8,-54.73,-84.15,-90.53,-90.81,1.12,0.28,18.45 22.15,1.8,1.82,1.11
AXON,"Axon Enterprise, Inc.",Industrials ,,8400000000.0,140800000.0,991600000.0,16.8,5.33,,,2148.0,Yes,Yes,1.7,61.23,47.97,3.26,8.47,7.07,22.26,226.95,2.3,2.7,0.0,0.0,-4.29,1.94,2.48,0.49,-20.0,30.06,,-36.9,26.3,30.5,197.5,Aug 09 Ae6C,5.44,1.5,-1.13,77.4,2.12,8.0,12.6,-8.3,61.4,1.5,14.2,0.0,-4.03,71040000.0,67440000.0,2.38,4.38,146.7,82.49 - 209.00,-43.2,43.91,48.66,0.8,367300.0,293149.0,0.86,-8.32,32.19,-1.31,-32.64,-24.38,0.63,4.77,2.87 3.30,124.8,118.72,-4.87
AY,Atlantica Sustainable Infrastructure plc,Utilities ,,3710000000.0,-19200000.0,1160000000.0,14.03,7.67,1.78,5.37,655.0,Yes,Yes,2.6,,42.36,,3.21,2.36,4.32,9.82,2.0,2.1,3.57,3.34,-2.65,-0.18,0.78,0.37,-334.1,89.59,-,-41.1,4.5,-18.1,17.6,Aug 03 e9e6O,-2.25,43.61,0.0,48.1,2.56,-0.2,-1.2,4.2,98.9,26.0,-1.7,,-1.74,114330000.0,63640000.0,3.19,4.21,38.32,28.82 - 41.32,-19.72,15.09,44.24,1.21,481120.0,583871.0,3.69,-6.75,2.98,-2.78,-10.81,-7.24,0.74,0.67,1.67 1.73,33.65,33.17,-1.43
AYX,"Alteryx, Inc.",Technology ,,4470000000.0,-307900000.0,635900000.0,2.51,6.05,,,2595.0,Yes,Yes,2.2,,642.43,,7.03,26.36,10.94,,1.6,1.6,5.1,4.61,2.9,-4.54,0.1,-0.1,-624.7,110.9,,-37.4,44.3,50.4,-141.7,Aug 02 Ae6C,14.67,1.2,-2.52,88.9,1.95,-20.5,-101.4,-11.9,86.5,-42.2,-48.4,,11.22,68310000.0,59140000.0,4.43,3.24,76.95,43.45 - 81.30,-18.61,52.29,57.7,0.92,808740.0,743242.0,9.61,-3.61,42.73,21.99,-8.24,9.37,0.66,2.72,4.04 3.63,69.36,66.17,-4.6
AZN,AstraZeneca PLC,Healthcare ,,178740000000.0,-1253000000.0,44040000000.0,11.6,1.61,1.9,3.22,83100.0,Yes,Yes,2.0,,16.21,,4.06,5.09,36.57,81.1,0.7,1.0,0.82,0.76,-8.31,-0.42,3.64,0.71,-96.8,10.64,,-50.9,10.2,31.0,-44.7,Jul 29 e9e6O,-9.86,0.5,0.0,18.3,2.69,-1.2,-3.3,2.0,74.8,-1.2,-2.8,,-5.75,3100000000.0,2990000000.0,0.3,1.38,73.38,53.63 - 71.70,-17.73,9.99,31.32,1.0,6580000.0,6603588.0,-2.35,-11.48,-1.7,-2.32,5.41,1.27,0.44,1.43,1.97 1.81,61.75,58.99,-4.47
AZO,"AutoZone, Inc.",Consumer Cyclical ,S&P 500,41270000000.0,2410000000.0,15820000000.0,-171.09,13.63,,,62000.0,Yes,Yes,2.1,18.89,16.94,2.15,2.61,,156.92,15.54,0.1,0.8,,,-3.78,113.17,126.21,38.38,32.3,9.71,,18.5,6.6,5.9,9.6,Sep 19 e9e6O,-2.51,0.1,-35.38,96.3,-0.9,16.7,-92.1,63.1,52.4,20.3,15.2,0.0,4.43,19800000.0,19410000.0,2.37,2.99,2242.33,1540.98 - 2362.24,-9.48,38.77,42.3,0.99,153770.0,151670.0,0.35,-5.35,5.51,14.4,37.68,2.0,0.77,45.52,1.96 1.95,2220.38,2138.36,-3.69
AZPN,"Aspen Technology, Inc.",Technology ,,14240000000.0,53100000.0,405300000.0,17.01,4.51,,,1897.0,Yes,Yes,2.0,215.3,29.46,11.83,35.13,13.24,49.93,51.89,4.1,4.1,0.36,0.33,4.4,1.05,7.64,1.25,39.7,13.19,,22.7,8.5,2.3,-109.7,Aug 08 Ae6C,11.33,0.5,-5.19,42.2,-60.99,19.0,35.0,26.8,61.4,69.9,64.0,0.0,31.98,45550000.0,27860000.0,1.99,3.24,216.6,122.29 - 229.60,-1.92,84.15,64.43,1.83,170840.0,313230.0,8.35,4.07,17.43,63.98,78.02,47.96,1.19,6.85,2.92 2.84,225.63,225.2,-0.19
AZRE,Azure Power Global Limited,Utilities ,,356260000.0,-37800000.0,220700000.0,6.14,1.59,,,471.0,Yes,Yes,2.0,,6.92,,1.61,0.86,3.31,,0.6,0.6,5.08,3.91,-33.34,-0.79,0.76,0.12,-66.3,1166.7,,7.4,42.1,27.2,45.5,,-48.25,0.06,0.0,,0.01,-1.9,-12.5,3.3,91.6,46.4,-17.1,,-63.69,64160000.0,64120000.0,2.69,2.73,12.67,3.26 - 25.30,-79.21,61.35,34.19,1.69,632200.0,1067602.0,46.52,-57.92,-60.45,-71.08,-76.25,-71.02,1.21,0.92,18.67 16.37,5.56,5.26,-5.4
